date,hour,demand,newdatetime,hour_of_day,day_of_month,month_of_year,year,quarter_of_year,week_of_year,day_of_year,day_of_week
2019-10-12,1,92,2019-10-12 01:00:00,1,12,10,2019,4,41,285,5
2019-10-12,2,49,2019-10-12 02:00:00,2,12,10,2019,4,41,285,5
2019-10-12,7,26,2019-10-12 07:00:00,7,12,10,2019,4,41,285,5
2019-10-12,8,44,2019-10-12 08:00:00,8,12,10,2019,4,41,285,5
2019-10-12,9,119,2019-10-12 09:00:00,9,12,10,2019,4,41,285,5
2019-10-12,10,124,2019-10-12 10:00:00,10,12,10,2019,4,41,285,5
2019-10-12,11,137,2019-10-12 11:00:00,11,12,10,2019,4,41,285,5
2019-10-12,12,204,2019-10-12 12:00:00,12,12,10,2019,4,41,285,5
2019-10-12,13,268,2019-10-12 13:00:00,13,12,10,2019,4,41,285,5
2019-10-12,14,224,2019-10-12 14:00:00,14,12,10,2019,4,41,285,5
2019-10-12,15,285,2019-10-12 15:00:00,15,12,10,2019,4,41,285,5
2019-10-12,16,208,2019-10-12 16:00:00,16,12,10,2019,4,41,285,5
2019-10-12,17,247,2019-10-12 17:00:00,17,12,10,2019,4,41,285,5
2019-10-12,18,200,2019-10-12 18:00:00,18,12,10,2019,4,41,285,5
2019-10-12,19,128,2019-10-12 19:00:00,19,12,10,2019,4,41,285,5
2019-10-12,20,35,2019-10-12 20:00:00,20,12,10,2019,4,41,285,5
2019-10-12,21,72,2019-10-12 21:00:00,21,12,10,2019,4,41,285,5
2019-10-12,22,83,2019-10-12 22:00:00,22,12,10,2019,4,41,285,5
2019-10-12,23,52,2019-10-12 23:00:00,23,12,10,2019,4,41,285,5
2019-10-13,0,29,2019-10-13 00:00:00,0,13,10,2019,4,41,286,6
2019-10-13,1,61,2019-10-13 01:00:00,1,13,10,2019,4,41,286,6
2019-10-13,2,69,2019-10-13 02:00:00,2,13,10,2019,4,41,286,6
2019-10-13,4,15,2019-10-13 04:00:00,4,13,10,2019,4,41,286,6
2019-10-13,5,88,2019-10-13 05:00:00,5,13,10,2019,4,41,286,6
2019-10-13,6,35,2019-10-13 06:00:00,6,13,10,2019,4,41,286,6
2019-10-13,7,104,2019-10-13 07:00:00,7,13,10,2019,4,41,286,6
2019-10-13,8,80,2019-10-13 08:00:00,8,13,10,2019,4,41,286,6
2019-10-13,9,116,2019-10-13 09:00:00,9,13,10,2019,4,41,286,6
2019-10-13,10,139,2019-10-13 10:00:00,10,13,10,2019,4,41,286,6
2019-10-13,11,156,2019-10-13 11:00:00,11,13,10,2019,4,41,286,6
2019-10-13,12,145,2019-10-13 12:00:00,12,13,10,2019,4,41,286,6
2019-10-13,13,138,2019-10-13 13:00:00,13,13,10,2019,4,41,286,6
2019-10-13,14,151,2019-10-13 14:00:00,14,13,10,2019,4,41,286,6
2019-10-13,15,186,2019-10-13 15:00:00,15,13,10,2019,4,41,286,6
2019-10-13,16,183,2019-10-13 16:00:00,16,13,10,2019,4,41,286,6
2019-10-13,17,176,2019-10-13 17:00:00,17,13,10,2019,4,41,286,6
2019-10-13,18,92,2019-10-13 18:00:00,18,13,10,2019,4,41,286,6
2019-10-13,19,69,2019-10-13 19:00:00,19,13,10,2019,4,41,286,6
2019-10-13,20,91,2019-10-13 20:00:00,20,13,10,2019,4,41,286,6
2019-10-13,21,63,2019-10-13 21:00:00,21,13,10,2019,4,41,286,6
2019-10-13,22,26,2019-10-13 22:00:00,22,13,10,2019,4,41,286,6
2019-10-13,23,59,2019-10-13 23:00:00,23,13,10,2019,4,41,286,6
2019-10-14,0,59,2019-10-14 00:00:00,0,14,10,2019,4,42,287,0
2019-10-14,2,72,2019-10-14 02:00:00,2,14,10,2019,4,42,287,0
2019-10-14,7,60,2019-10-14 07:00:00,7,14,10,2019,4,42,287,0
2019-10-14,8,38,2019-10-14 08:00:00,8,14,10,2019,4,42,287,0
2019-10-14,9,20,2019-10-14 09:00:00,9,14,10,2019,4,42,287,0
2019-10-14,10,68,2019-10-14 10:00:00,10,14,10,2019,4,42,287,0
2019-10-14,11,87,2019-10-14 11:00:00,11,14,10,2019,4,42,287,0
2019-10-14,12,46,2019-10-14 12:00:00,12,14,10,2019,4,42,287,0
2019-10-14,13,57,2019-10-14 13:00:00,13,14,10,2019,4,42,287,0
2019-10-14,14,59,2019-10-14 14:00:00,14,14,10,2019,4,42,287,0
2019-10-14,15,40,2019-10-14 15:00:00,15,14,10,2019,4,42,287,0
2019-10-14,16,27,2019-10-14 16:00:00,16,14,10,2019,4,42,287,0
2019-10-14,17,37,2019-10-14 17:00:00,17,14,10,2019,4,42,287,0
2019-10-14,18,56,2019-10-14 18:00:00,18,14,10,2019,4,42,287,0
2019-10-14,19,88,2019-10-14 19:00:00,19,14,10,2019,4,42,287,0
2019-10-14,20,75,2019-10-14 20:00:00,20,14,10,2019,4,42,287,0
2019-10-14,21,100,2019-10-14 21:00:00,21,14,10,2019,4,42,287,0
2019-10-14,22,60,2019-10-14 22:00:00,22,14,10,2019,4,42,287,0
2019-10-15,0,59,2019-10-15 00:00:00,0,15,10,2019,4,42,288,1
2019-10-15,5,30,2019-10-15 05:00:00,5,15,10,2019,4,42,288,1
2019-10-15,6,55,2019-10-15 06:00:00,6,15,10,2019,4,42,288,1
2019-10-15,7,12,2019-10-15 07:00:00,7,15,10,2019,4,42,288,1
2019-10-15,8,15,2019-10-15 08:00:00,8,15,10,2019,4,42,288,1
2019-10-15,9,86,2019-10-15 09:00:00,9,15,10,2019,4,42,288,1
2019-10-15,10,42,2019-10-15 10:00:00,10,15,10,2019,4,42,288,1
2019-10-15,11,23,2019-10-15 11:00:00,11,15,10,2019,4,42,288,1
2019-10-15,12,50,2019-10-15 12:00:00,12,15,10,2019,4,42,288,1
2019-10-15,13,102,2019-10-15 13:00:00,13,15,10,2019,4,42,288,1
2019-10-15,14,70,2019-10-15 14:00:00,14,15,10,2019,4,42,288,1
2019-10-15,15,56,2019-10-15 15:00:00,15,15,10,2019,4,42,288,1
2019-10-15,16,92,2019-10-15 16:00:00,16,15,10,2019,4,42,288,1
2019-10-15,17,94,2019-10-15 17:00:00,17,15,10,2019,4,42,288,1
2019-10-15,18,76,2019-10-15 18:00:00,18,15,10,2019,4,42,288,1
2019-10-15,19,52,2019-10-15 19:00:00,19,15,10,2019,4,42,288,1
2019-10-15,20,20,2019-10-15 20:00:00,20,15,10,2019,4,42,288,1
2019-10-15,21,57,2019-10-15 21:00:00,21,15,10,2019,4,42,288,1
2019-10-15,22,93,2019-10-15 22:00:00,22,15,10,2019,4,42,288,1
2019-10-15,23,59,2019-10-15 23:00:00,23,15,10,2019,4,42,288,1
2019-10-16,0,16,2019-10-16 00:00:00,0,16,10,2019,4,42,289,2
2019-10-16,2,77,2019-10-16 02:00:00,2,16,10,2019,4,42,289,2
2019-10-16,6,13,2019-10-16 06:00:00,6,16,10,2019,4,42,289,2
2019-10-16,7,74,2019-10-16 07:00:00,7,16,10,2019,4,42,289,2
2019-10-16,8,21,2019-10-16 08:00:00,8,16,10,2019,4,42,289,2
2019-10-16,9,72,2019-10-16 09:00:00,9,16,10,2019,4,42,289,2
2019-10-16,10,33,2019-10-16 10:00:00,10,16,10,2019,4,42,289,2
2019-10-16,11,27,2019-10-16 11:00:00,11,16,10,2019,4,42,289,2
2019-10-16,12,81,2019-10-16 12:00:00,12,16,10,2019,4,42,289,2
2019-10-16,13,46,2019-10-16 13:00:00,13,16,10,2019,4,42,289,2
2019-10-16,14,58,2019-10-16 14:00:00,14,16,10,2019,4,42,289,2
2019-10-16,15,105,2019-10-16 15:00:00,15,16,10,2019,4,42,289,2
2019-10-16,16,51,2019-10-16 16:00:00,16,16,10,2019,4,42,289,2
2019-10-16,17,132,2019-10-16 17:00:00,17,16,10,2019,4,42,289,2
2019-10-16,18,93,2019-10-16 18:00:00,18,16,10,2019,4,42,289,2
2019-10-16,19,15,2019-10-16 19:00:00,19,16,10,2019,4,42,289,2
2019-10-16,20,81,2019-10-16 20:00:00,20,16,10,2019,4,42,289,2
2019-10-16,21,14,2019-10-16 21:00:00,21,16,10,2019,4,42,289,2
2019-10-16,22,66,2019-10-16 22:00:00,22,16,10,2019,4,42,289,2
2019-10-16,23,19,2019-10-16 23:00:00,23,16,10,2019,4,42,289,2
2019-10-17,0,9,2019-10-17 00:00:00,0,17,10,2019,4,42,290,3
2019-10-17,5,70,2019-10-17 05:00:00,5,17,10,2019,4,42,290,3
2019-10-17,6,60,2019-10-17 06:00:00,6,17,10,2019,4,42,290,3
2019-10-17,7,12,2019-10-17 07:00:00,7,17,10,2019,4,42,290,3
2019-10-17,8,98,2019-10-17 08:00:00,8,17,10,2019,4,42,290,3
2019-10-17,9,96,2019-10-17 09:00:00,9,17,10,2019,4,42,290,3
2019-10-17,10,88,2019-10-17 10:00:00,10,17,10,2019,4,42,290,3
2019-10-17,11,38,2019-10-17 11:00:00,11,17,10,2019,4,42,290,3
2019-10-17,12,37,2019-10-17 12:00:00,12,17,10,2019,4,42,290,3
2019-10-17,13,35,2019-10-17 13:00:00,13,17,10,2019,4,42,290,3
2019-10-17,14,92,2019-10-17 14:00:00,14,17,10,2019,4,42,290,3
2019-10-17,15,141,2019-10-17 15:00:00,15,17,10,2019,4,42,290,3
2019-10-17,16,127,2019-10-17 16:00:00,16,17,10,2019,4,42,290,3
2019-10-17,17,115,2019-10-17 17:00:00,17,17,10,2019,4,42,290,3
2019-10-17,18,103,2019-10-17 18:00:00,18,17,10,2019,4,42,290,3
2019-10-17,19,44,2019-10-17 19:00:00,19,17,10,2019,4,42,290,3
2019-10-17,20,20,2019-10-17 20:00:00,20,17,10,2019,4,42,290,3
2019-10-17,21,34,2019-10-17 21:00:00,21,17,10,2019,4,42,290,3
2019-10-17,22,54,2019-10-17 22:00:00,22,17,10,2019,4,42,290,3
2019-10-17,23,86,2019-10-17 23:00:00,23,17,10,2019,4,42,290,3
2019-10-18,0,4,2019-10-18 00:00:00,0,18,10,2019,4,42,291,4
2019-10-18,1,25,2019-10-18 01:00:00,1,18,10,2019,4,42,291,4
2019-10-18,6,7,2019-10-18 06:00:00,6,18,10,2019,4,42,291,4
2019-10-18,7,93,2019-10-18 07:00:00,7,18,10,2019,4,42,291,4
2019-10-18,8,59,2019-10-18 08:00:00,8,18,10,2019,4,42,291,4
2019-10-18,9,57,2019-10-18 09:00:00,9,18,10,2019,4,42,291,4
2019-10-18,10,102,2019-10-18 10:00:00,10,18,10,2019,4,42,291,4
2019-10-18,11,56,2019-10-18 11:00:00,11,18,10,2019,4,42,291,4
2019-10-18,12,80,2019-10-18 12:00:00,12,18,10,2019,4,42,291,4
2019-10-18,13,57,2019-10-18 13:00:00,13,18,10,2019,4,42,291,4
2019-10-18,14,94,2019-10-18 14:00:00,14,18,10,2019,4,42,291,4
2019-10-18,15,115,2019-10-18 15:00:00,15,18,10,2019,4,42,291,4
2019-10-18,16,65,2019-10-18 16:00:00,16,18,10,2019,4,42,291,4
2019-10-18,17,75,2019-10-18 17:00:00,17,18,10,2019,4,42,291,4
2019-10-18,18,94,2019-10-18 18:00:00,18,18,10,2019,4,42,291,4
2019-10-18,19,47,2019-10-18 19:00:00,19,18,10,2019,4,42,291,4
2019-10-18,20,97,2019-10-18 20:00:00,20,18,10,2019,4,42,291,4
2019-10-18,21,99,2019-10-18 21:00:00,21,18,10,2019,4,42,291,4
2019-10-18,22,58,2019-10-18 22:00:00,22,18,10,2019,4,42,291,4
2019-10-18,23,27,2019-10-18 23:00:00,23,18,10,2019,4,42,291,4
2019-10-19,0,88,2019-10-19 00:00:00,0,19,10,2019,4,42,292,5
2019-10-19,1,86,2019-10-19 01:00:00,1,19,10,2019,4,42,292,5
2019-10-19,2,79,2019-10-19 02:00:00,2,19,10,2019,4,42,292,5
2019-10-19,3,78,2019-10-19 03:00:00,3,19,10,2019,4,42,292,5
2019-10-19,4,77,2019-10-19 04:00:00,4,19,10,2019,4,42,292,5
2019-10-19,5,3,2019-10-19 05:00:00,5,19,10,2019,4,42,292,5
2019-10-19,6,63,2019-10-19 06:00:00,6,19,10,2019,4,42,292,5
2019-10-19,8,72,2019-10-19 08:00:00,8,19,10,2019,4,42,292,5
2019-10-19,9,29,2019-10-19 09:00:00,9,19,10,2019,4,42,292,5
2019-10-19,10,75,2019-10-19 10:00:00,10,19,10,2019,4,42,292,5
2019-10-19,11,40,2019-10-19 11:00:00,11,19,10,2019,4,42,292,5
2019-10-19,12,171,2019-10-19 12:00:00,12,19,10,2019,4,42,292,5
2019-10-19,13,162,2019-10-19 13:00:00,13,19,10,2019,4,42,292,5
2019-10-19,14,149,2019-10-19 14:00:00,14,19,10,2019,4,42,292,5
2019-10-19,15,212,2019-10-19 15:00:00,15,19,10,2019,4,42,292,5
2019-10-19,16,139,2019-10-19 16:00:00,16,19,10,2019,4,42,292,5
2019-10-19,17,118,2019-10-19 17:00:00,17,19,10,2019,4,42,292,5
2019-10-19,18,118,2019-10-19 18:00:00,18,19,10,2019,4,42,292,5
2019-10-19,19,138,2019-10-19 19:00:00,19,19,10,2019,4,42,292,5
2019-10-19,20,87,2019-10-19 20:00:00,20,19,10,2019,4,42,292,5
2019-10-19,21,90,2019-10-19 21:00:00,21,19,10,2019,4,42,292,5
2019-10-19,22,46,2019-10-19 22:00:00,22,19,10,2019,4,42,292,5
2019-10-19,23,7,2019-10-19 23:00:00,23,19,10,2019,4,42,292,5
2019-10-20,0,33,2019-10-20 00:00:00,0,20,10,2019,4,42,293,6
2019-10-20,1,98,2019-10-20 01:00:00,1,20,10,2019,4,42,293,6
2019-10-20,2,86,2019-10-20 02:00:00,2,20,10,2019,4,42,293,6
2019-10-20,4,90,2019-10-20 04:00:00,4,20,10,2019,4,42,293,6
2019-10-20,8,42,2019-10-20 08:00:00,8,20,10,2019,4,42,293,6
2019-10-20,9,24,2019-10-20 09:00:00,9,20,10,2019,4,42,293,6
2019-10-20,10,85,2019-10-20 10:00:00,10,20,10,2019,4,42,293,6
2019-10-20,11,37,2019-10-20 11:00:00,11,20,10,2019,4,42,293,6
2019-10-20,12,48,2019-10-20 12:00:00,12,20,10,2019,4,42,293,6
2019-10-20,13,70,2019-10-20 13:00:00,13,20,10,2019,4,42,293,6
2019-10-20,14,77,2019-10-20 14:00:00,14,20,10,2019,4,42,293,6
2019-10-20,15,95,2019-10-20 15:00:00,15,20,10,2019,4,42,293,6
2019-10-20,16,19,2019-10-20 16:00:00,16,20,10,2019,4,42,293,6
2019-10-20,17,31,2019-10-20 17:00:00,17,20,10,2019,4,42,293,6
2019-10-20,18,77,2019-10-20 18:00:00,18,20,10,2019,4,42,293,6
2019-10-20,19,56,2019-10-20 19:00:00,19,20,10,2019,4,42,293,6
2019-10-20,20,22,2019-10-20 20:00:00,20,20,10,2019,4,42,293,6
2019-10-20,21,29,2019-10-20 21:00:00,21,20,10,2019,4,42,293,6
2019-10-21,6,1,2019-10-21 06:00:00,6,21,10,2019,4,43,294,0
2019-10-21,7,52,2019-10-21 07:00:00,7,21,10,2019,4,43,294,0
2019-10-21,8,37,2019-10-21 08:00:00,8,21,10,2019,4,43,294,0
2019-10-21,9,56,2019-10-21 09:00:00,9,21,10,2019,4,43,294,0
2019-10-21,10,40,2019-10-21 10:00:00,10,21,10,2019,4,43,294,0
2019-10-21,11,16,2019-10-21 11:00:00,11,21,10,2019,4,43,294,0
2019-10-21,13,52,2019-10-21 13:00:00,13,21,10,2019,4,43,294,0
2019-10-21,14,47,2019-10-21 14:00:00,14,21,10,2019,4,43,294,0
2019-10-21,15,55,2019-10-21 15:00:00,15,21,10,2019,4,43,294,0
2019-10-21,16,35,2019-10-21 16:00:00,16,21,10,2019,4,43,294,0
2019-10-21,17,42,2019-10-21 17:00:00,17,21,10,2019,4,43,294,0
2019-10-21,18,41,2019-10-21 18:00:00,18,21,10,2019,4,43,294,0
2019-10-21,19,27,2019-10-21 19:00:00,19,21,10,2019,4,43,294,0
2019-10-21,20,42,2019-10-21 20:00:00,20,21,10,2019,4,43,294,0
2019-10-21,22,2,2019-10-21 22:00:00,22,21,10,2019,4,43,294,0
2019-10-22,7,71,2019-10-22 07:00:00,7,22,10,2019,4,43,295,1
2019-10-22,8,79,2019-10-22 08:00:00,8,22,10,2019,4,43,295,1
2019-10-22,9,36,2019-10-22 09:00:00,9,22,10,2019,4,43,295,1
2019-10-22,10,62,2019-10-22 10:00:00,10,22,10,2019,4,43,295,1
2019-10-22,11,67,2019-10-22 11:00:00,11,22,10,2019,4,43,295,1
2019-10-22,12,91,2019-10-22 12:00:00,12,22,10,2019,4,43,295,1
2019-10-22,13,104,2019-10-22 13:00:00,13,22,10,2019,4,43,295,1
2019-10-22,15,45,2019-10-22 15:00:00,15,22,10,2019,4,43,295,1
2019-10-22,16,104,2019-10-22 16:00:00,16,22,10,2019,4,43,295,1
2019-10-22,17,41,2019-10-22 17:00:00,17,22,10,2019,4,43,295,1
2019-10-22,18,44,2019-10-22 18:00:00,18,22,10,2019,4,43,295,1
2019-10-22,19,58,2019-10-22 19:00:00,19,22,10,2019,4,43,295,1
2019-10-22,20,26,2019-10-22 20:00:00,20,22,10,2019,4,43,295,1
2019-10-22,21,27,2019-10-22 21:00:00,21,22,10,2019,4,43,295,1
2019-10-23,7,86,2019-10-23 07:00:00,7,23,10,2019,4,43,296,2
2019-10-23,8,104,2019-10-23 08:00:00,8,23,10,2019,4,43,296,2
2019-10-23,9,6,2019-10-23 09:00:00,9,23,10,2019,4,43,296,2
2019-10-23,10,48,2019-10-23 10:00:00,10,23,10,2019,4,43,296,2
2019-10-23,11,20,2019-10-23 11:00:00,11,23,10,2019,4,43,296,2
2019-10-23,12,15,2019-10-23 12:00:00,12,23,10,2019,4,43,296,2
2019-10-23,13,46,2019-10-23 13:00:00,13,23,10,2019,4,43,296,2
2019-10-23,14,70,2019-10-23 14:00:00,14,23,10,2019,4,43,296,2
2019-10-23,15,114,2019-10-23 15:00:00,15,23,10,2019,4,43,296,2
2019-10-23,16,18,2019-10-23 16:00:00,16,23,10,2019,4,43,296,2
2019-10-23,17,50,2019-10-23 17:00:00,17,23,10,2019,4,43,296,2
2019-10-23,18,36,2019-10-23 18:00:00,18,23,10,2019,4,43,296,2
2019-10-23,19,4,2019-10-23 19:00:00,19,23,10,2019,4,43,296,2
2019-10-23,20,16,2019-10-23 20:00:00,20,23,10,2019,4,43,296,2
2019-10-23,21,105,2019-10-23 21:00:00,21,23,10,2019,4,43,296,2
2019-10-23,22,69,2019-10-23 22:00:00,22,23,10,2019,4,43,296,2
2019-10-23,23,44,2019-10-23 23:00:00,23,23,10,2019,4,43,296,2
2019-10-24,0,54,2019-10-24 00:00:00,0,24,10,2019,4,43,297,3
2019-10-24,1,52,2019-10-24 01:00:00,1,24,10,2019,4,43,297,3
2019-10-24,7,36,2019-10-24 07:00:00,7,24,10,2019,4,43,297,3
2019-10-24,8,20,2019-10-24 08:00:00,8,24,10,2019,4,43,297,3
2019-10-24,9,63,2019-10-24 09:00:00,9,24,10,2019,4,43,297,3
2019-10-24,10,108,2019-10-24 10:00:00,10,24,10,2019,4,43,297,3
2019-10-24,11,61,2019-10-24 11:00:00,11,24,10,2019,4,43,297,3
2019-10-24,12,111,2019-10-24 12:00:00,12,24,10,2019,4,43,297,3
2019-10-24,13,23,2019-10-24 13:00:00,13,24,10,2019,4,43,297,3
2019-10-24,14,86,2019-10-24 14:00:00,14,24,10,2019,4,43,297,3
2019-10-24,15,72,2019-10-24 15:00:00,15,24,10,2019,4,43,297,3
2019-10-24,16,24,2019-10-24 16:00:00,16,24,10,2019,4,43,297,3
2019-10-24,17,52,2019-10-24 17:00:00,17,24,10,2019,4,43,297,3
2019-10-24,18,46,2019-10-24 18:00:00,18,24,10,2019,4,43,297,3
2019-10-24,19,15,2019-10-24 19:00:00,19,24,10,2019,4,43,297,3
2019-10-24,20,94,2019-10-24 20:00:00,20,24,10,2019,4,43,297,3
2019-10-24,21,60,2019-10-24 21:00:00,21,24,10,2019,4,43,297,3
2019-10-24,22,99,2019-10-24 22:00:00,22,24,10,2019,4,43,297,3
2019-10-25,7,54,2019-10-25 07:00:00,7,25,10,2019,4,43,298,4
2019-10-25,8,58,2019-10-25 08:00:00,8,25,10,2019,4,43,298,4
2019-10-25,9,37,2019-10-25 09:00:00,9,25,10,2019,4,43,298,4
2019-10-25,10,80,2019-10-25 10:00:00,10,25,10,2019,4,43,298,4
2019-10-25,11,4,2019-10-25 11:00:00,11,25,10,2019,4,43,298,4
2019-10-25,12,73,2019-10-25 12:00:00,12,25,10,2019,4,43,298,4
2019-10-25,13,97,2019-10-25 13:00:00,13,25,10,2019,4,43,298,4
2019-10-25,14,51,2019-10-25 14:00:00,14,25,10,2019,4,43,298,4
2019-10-25,15,106,2019-10-25 15:00:00,15,25,10,2019,4,43,298,4
2019-10-25,16,13,2019-10-25 16:00:00,16,25,10,2019,4,43,298,4
2019-10-25,17,88,2019-10-25 17:00:00,17,25,10,2019,4,43,298,4
2019-10-25,18,99,2019-10-25 18:00:00,18,25,10,2019,4,43,298,4
2019-10-25,19,93,2019-10-25 19:00:00,19,25,10,2019,4,43,298,4
2019-10-25,20,81,2019-10-25 20:00:00,20,25,10,2019,4,43,298,4
2019-10-25,21,30,2019-10-25 21:00:00,21,25,10,2019,4,43,298,4
2019-10-25,22,48,2019-10-25 22:00:00,22,25,10,2019,4,43,298,4
2019-10-25,23,4,2019-10-25 23:00:00,23,25,10,2019,4,43,298,4
2019-10-26,0,52,2019-10-26 00:00:00,0,26,10,2019,4,43,299,5
2019-10-26,2,5,2019-10-26 02:00:00,2,26,10,2019,4,43,299,5
2019-10-26,3,72,2019-10-26 03:00:00,3,26,10,2019,4,43,299,5
2019-10-26,8,3,2019-10-26 08:00:00,8,26,10,2019,4,43,299,5
2019-10-26,9,43,2019-10-26 09:00:00,9,26,10,2019,4,43,299,5
2019-10-26,10,23,2019-10-26 10:00:00,10,26,10,2019,4,43,299,5
2019-10-26,11,80,2019-10-26 11:00:00,11,26,10,2019,4,43,299,5
2019-10-26,12,31,2019-10-26 12:00:00,12,26,10,2019,4,43,299,5
2019-10-26,13,72,2019-10-26 13:00:00,13,26,10,2019,4,43,299,5
2019-10-26,14,59,2019-10-26 14:00:00,14,26,10,2019,4,43,299,5
2019-10-26,15,40,2019-10-26 15:00:00,15,26,10,2019,4,43,299,5
2019-10-26,17,36,2019-10-26 17:00:00,17,26,10,2019,4,43,299,5
2019-10-26,18,41,2019-10-26 18:00:00,18,26,10,2019,4,43,299,5
2019-10-26,22,91,2019-10-26 22:00:00,22,26,10,2019,4,43,299,5
2019-10-27,1,97,2019-10-27 01:00:00,1,27,10,2019,4,43,300,6
2019-10-27,2,18,2019-10-27 02:00:00,2,27,10,2019,4,43,300,6
2019-10-27,7,88,2019-10-27 07:00:00,7,27,10,2019,4,43,300,6
2019-10-27,8,71,2019-10-27 08:00:00,8,27,10,2019,4,43,300,6
2019-10-27,9,73,2019-10-27 09:00:00,9,27,10,2019,4,43,300,6
2019-10-27,10,105,2019-10-27 10:00:00,10,27,10,2019,4,43,300,6
2019-10-27,11,68,2019-10-27 11:00:00,11,27,10,2019,4,43,300,6
2019-10-27,12,37,2019-10-27 12:00:00,12,27,10,2019,4,43,300,6
2019-10-27,13,113,2019-10-27 13:00:00,13,27,10,2019,4,43,300,6
2019-10-27,14,92,2019-10-27 14:00:00,14,27,10,2019,4,43,300,6
2019-10-27,15,69,2019-10-27 15:00:00,15,27,10,2019,4,43,300,6
2019-10-27,16,89,2019-10-27 16:00:00,16,27,10,2019,4,43,300,6
2019-10-27,17,69,2019-10-27 17:00:00,17,27,10,2019,4,43,300,6
2019-10-27,19,19,2019-10-27 19:00:00,19,27,10,2019,4,43,300,6
2019-10-27,20,54,2019-10-27 20:00:00,20,27,10,2019,4,43,300,6
2019-10-27,22,60,2019-10-27 22:00:00,22,27,10,2019,4,43,300,6
2019-10-27,23,73,2019-10-27 23:00:00,23,27,10,2019,4,43,300,6
2019-10-28,0,96,2019-10-28 00:00:00,0,28,10,2019,4,44,301,0
2019-10-28,3,53,2019-10-28 03:00:00,3,28,10,2019,4,44,301,0
2019-10-28,6,27,2019-10-28 06:00:00,6,28,10,2019,4,44,301,0
2019-10-28,7,69,2019-10-28 07:00:00,7,28,10,2019,4,44,301,0
2019-10-28,8,31,2019-10-28 08:00:00,8,28,10,2019,4,44,301,0
2019-10-28,9,74,2019-10-28 09:00:00,9,28,10,2019,4,44,301,0
2019-10-28,10,12,2019-10-28 10:00:00,10,28,10,2019,4,44,301,0
2019-10-28,11,71,2019-10-28 11:00:00,11,28,10,2019,4,44,301,0
2019-10-28,12,18,2019-10-28 12:00:00,12,28,10,2019,4,44,301,0
2019-10-28,13,20,2019-10-28 13:00:00,13,28,10,2019,4,44,301,0
2019-10-28,14,59,2019-10-28 14:00:00,14,28,10,2019,4,44,301,0
2019-10-28,15,67,2019-10-28 15:00:00,15,28,10,2019,4,44,301,0
2019-10-28,16,65,2019-10-28 16:00:00,16,28,10,2019,4,44,301,0
2019-10-28,17,24,2019-10-28 17:00:00,17,28,10,2019,4,44,301,0
2019-10-28,18,51,2019-10-28 18:00:00,18,28,10,2019,4,44,301,0
2019-10-28,19,33,2019-10-28 19:00:00,19,28,10,2019,4,44,301,0
2019-10-28,20,86,2019-10-28 20:00:00,20,28,10,2019,4,44,301,0
2019-10-28,21,89,2019-10-28 21:00:00,21,28,10,2019,4,44,301,0
2019-10-28,23,78,2019-10-28 23:00:00,23,28,10,2019,4,44,301,0
2019-10-29,7,37,2019-10-29 07:00:00,7,29,10,2019,4,44,302,1
2019-10-29,8,107,2019-10-29 08:00:00,8,29,10,2019,4,44,302,1
2019-10-29,9,91,2019-10-29 09:00:00,9,29,10,2019,4,44,302,1
2019-10-29,10,87,2019-10-29 10:00:00,10,29,10,2019,4,44,302,1
2019-10-29,11,83,2019-10-29 11:00:00,11,29,10,2019,4,44,302,1
2019-10-29,12,18,2019-10-29 12:00:00,12,29,10,2019,4,44,302,1
2019-10-29,13,51,2019-10-29 13:00:00,13,29,10,2019,4,44,302,1
2019-10-29,14,27,2019-10-29 14:00:00,14,29,10,2019,4,44,302,1
2019-10-29,15,39,2019-10-29 15:00:00,15,29,10,2019,4,44,302,1
2019-10-29,16,81,2019-10-29 16:00:00,16,29,10,2019,4,44,302,1
2019-10-29,17,87,2019-10-29 17:00:00,17,29,10,2019,4,44,302,1
2019-10-29,18,43,2019-10-29 18:00:00,18,29,10,2019,4,44,302,1
2019-10-29,19,45,2019-10-29 19:00:00,19,29,10,2019,4,44,302,1
2019-10-29,20,96,2019-10-29 20:00:00,20,29,10,2019,4,44,302,1
2019-10-29,21,33,2019-10-29 21:00:00,21,29,10,2019,4,44,302,1
2019-10-29,22,86,2019-10-29 22:00:00,22,29,10,2019,4,44,302,1
2019-10-30,0,54,2019-10-30 00:00:00,0,30,10,2019,4,44,303,2
2019-10-30,2,88,2019-10-30 02:00:00,2,30,10,2019,4,44,303,2
2019-10-30,7,13,2019-10-30 07:00:00,7,30,10,2019,4,44,303,2
2019-10-30,8,33,2019-10-30 08:00:00,8,30,10,2019,4,44,303,2
2019-10-30,9,44,2019-10-30 09:00:00,9,30,10,2019,4,44,303,2
2019-10-30,10,68,2019-10-30 10:00:00,10,30,10,2019,4,44,303,2
2019-10-30,11,38,2019-10-30 11:00:00,11,30,10,2019,4,44,303,2
2019-10-30,12,68,2019-10-30 12:00:00,12,30,10,2019,4,44,303,2
2019-10-30,13,60,2019-10-30 13:00:00,13,30,10,2019,4,44,303,2
2019-10-30,14,41,2019-10-30 14:00:00,14,30,10,2019,4,44,303,2
2019-10-30,15,109,2019-10-30 15:00:00,15,30,10,2019,4,44,303,2
